,confidence,Incumbent Supplier,Receiving Plant,Receiving Plant City,Receiving Plant State,Receiving Plant Zip Code,Total Amount,Invoice,Equipment Type,Qty,Daily,Weekly,Monthly,Hours In,Hours Out,Amount,Usage in Hours,Hourly
770,0.964,BRANDY MOUNT,AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,3427.61,143867260-0001,3200-3700LB TRACK SKIDSTEER CAB,1,327,1223,2797,297.25,271.8,2797,,
771,0.964,BRANDY MOUNT,AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,3427.61,143867260-0001,SKIDSTEER LOADER BUCKET,1,,,,,,,,
772,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,177.52",134986811-0009,0-1000LB SKIDSTEER,1,187,469,1155,619.657,458.867,1155,,
773,0.987,"SUNBELT RENTALS, INC.",USS MINNTAC MT IRON,"MT IRON,",MN,55768 3013,"1,485.41",134214336-0011,1000LB DSL TRACK MINI SKIDSTEER,1,223,647,1457,,78,1457,,
774,0.987,"SUNBELT RENTALS, INC.",USS MINNTAC MT IRON,"MT IRON,",MN,55768 3013,"1,485.41",134214336-0011,SKIDSTEER LOADER BUCKET,,,,,,,,,
775,0.987,"SUNBELT RENTALS, INC.",USS MINNTAC MT IRON,"MT IRON,",MN,55768 3013,"1,485.41",134214336-0002,1000LB DSL TRACK MINI SKIDSTEER,1,223,647,1457,,78,1457,,
776,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,850.34",136296563-0003 -A,500LB GAS TRACK MINI SKIDSTEER,1,223,649,1321,,528.5,1321,,
777,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"7,261.79",147818298-0003,5-6 YARD DUMP TRUCK,1,525,1645,4175,39131,39117,3220,,
778,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,235.00",67988215-0095,0-1000LB SKIDSTEER,1,195,487,1235,,6.4,1235,,
779,0.987,,MINTAC,,,,534.9,105406943-0049,4 WHEEL IND ELECT CART < 7500LB TOW,1,87,213,527,,1,527,,
780,0.987,,MINTAC,,,,534.9,105406943-0049,,,,,,,,7.9,,
781,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,281.51",103883211-0040,1000-1499LB SKIDSTEER CAB,1,217,515,1257,560.085,521.281,1257,,
782,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MOUNTAIN IRON,",MN,55768 3013,"1,820.15",135000613-0005,400-500K BTU LP/NG INDIRECT FIRED,1,295,595,1495,,,1495,,
783,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MOUNTAIN IRON,",MN,55768 3013,"1,820.15",135000613-0005,"12"" X 25' HIGH TEMP DUCT",2,18,53,70,,,140,,
784,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MOUNTAIN IRON,",MN,55768 3013,"1,820.15",135000613-0005,"GAS HOSE 1"" X 50'",3,5,17,52,,,156,,
785,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,350.56",88643735-0077,6K 14-17' DF IND FORKLIFT,1,215,537,1287,,,1287,,
786,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,350.56",88643735-0077,33LB PROPANE CYLINDER,1,7,13,38,1121.433,1101.286,38,,
787,0.997,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,526.19",108035333-0032,45' ART MANLIFT W/JIB,1,247,499,1497,,999.6,1497,,
788,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,177.52",88107248-0057,0-1000LB SKIDSTEER,1,187,469,1155,,58,1155,,
789,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,216.25",119930039-0019,15K DF W/HYD FP IND FORKLIFT,1,513,1327,3117,,306.4,3117,,
790,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,216.25",119930039-0019,33LB PROPANE CYLINDER,1,7,13,38,,,38,,
791,0.964,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,133.25,116327579-0032,5.5K 19' CAB TELEHANDLER FORKLIFT,1,267,837,1627,2441.65,2076.95,N/C,,
792,0.992,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,609.79",116818712-0032,1500-2100LB TRACK SKIDSTEER CAB,1,253,679,1579,,770,1579,,
793,0.992,"SUNBELT RENTALS, INC.",BG-KEETAC,"KEEWATIN,",MN,55753 3330,"2,842.87",123771270-0013,60' STR MANLIFT,1,460.2,1053,2788.5,2415.826,2351.001,2788.5,,
794,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,292.70",86757324-0061,"3,500LB MINI EXCAVATOR",1,237,463,1267,,512.7,1267,,
795,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR,"MOUNTAIN IRON,",MN,55768 3013,"2,138.89",98894889-0047,"11,000LB MINI EXCAVATOR CAB",1,353,879,2097,,1185.3,2097,,
796,0.997,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"4,460.31",119515327-0022,4 YD ARTIC LOADER,1,565,1725,4375,257.55,2,4375,,
797,0.42,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,171.44",142858409-0004,4000W NARROW VERTICAL MAST,1,125,317,615,,615.8,442,,615.8
798,0.42,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,171.44",142858409-0004,4000W NARROW VERTICAL MAST,1,125,317,615,2343.2,2164.4,442,,
799,0.42,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,171.44",142858409-0004,4000W NARROW HORIZONTAL MAST,1,125,317,615,5594.8,5412.2,442,,
800,0.42,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,171.44",142858409-0004,4000W NARROW HORIZONTAL MAST,1,125,317,615,3443.033,3243.43,442,,
801,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,292.70",86757324-0054,"3,500LB MINI EXCAVATOR",1,237,463,1267,,512.7,1267,,
802,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,802.60",131411417-0019,2000-2800LB SKIDSTEER HIGH FLOW CAB,1,455,1300,2749,276.5,32.7,2749,,
803,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,346.75",134986756-0006,500LB DSL TRACK MINI SKIDSTEER,1,223,649,1321,,689.9,1321,,
804,0.964,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,280.94",149121664-0001,19' ELECT SCISSORLIFT,1,125,255,365,,258,365,,
805,0.964,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,280.94",149121664-0001,19' ELECT SCISSORLIFT,1,125,255,365,,259.2,365,,
806,0.964,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,280.94",149121664-0001,,,,,,,,225,,
807,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,"1,832.04",147068077-0005,45' ART MANLIFT W/JIB,1,730,1340,1797,1153.35,1150.3,1797,,
808,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,661.65,108022679-0041,500LB DSL TRACK MINI SKIDSTEER,1,223,649,1321,274.8,269,649,,
809,0.997,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"4,460.31",119515327-0019,4 YD ARTIC LOADER,1,565,1725,4375,199.35,2,4375,,
810,0.987,"SUNBELT RENTALS, INC",AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,1575.12,131143960-0019,1000LB DSL TRACK MINI SKIDSTEER,1,237,685,1545,,11.1,1545,,
811,0.987,"SUNBELT RENTALS, INC",AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,1575.12,131143960-0019,SKIDSTEER LOADER BUCKET,1,,,,,,,,
812,0.997,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,556.77",108033876-0035,5.5K 19' CAB TELEHANDLER FORKLIFT,1,239,793,1527,,1771.5,1527,,
813,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,115.57",135976387-0009,"18,500LB MINI EXCAVATOR CAB",1,497,1327,3055,1347.5,1325.1,3055,,
814,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,115.57",135976387-0009,,1,,,,,,,,
815,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,346.75",136296563-0010,500LB GAS TRACK MINI SKIDSTEER,1,223,649,1321,,528.5,1321,,
816,0.997,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,040.37",141037970-0006,30-33' ELECT SCISSOR,1,275,525,1025,,395.8,1025,,
817,0.997,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"7,437.25",133255121-0006,135' STR MANLIFT,1,1325,3197,7295,,3724.5,7295,,
818,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,534.9,106156890-0035,4 WHEEL IND ELECTRIC CART 4 SEAT,1,87,213,527,,29.1,527,,
819,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR,"MOUNTAIN IRON,",MN,55768 3013,"2,993.25",119401143-0042,3200-3700LB TRACK SKIDSTEER CAB,1,343,1284,2936,700.1,323.2,2936,,
820,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR,"MOUNTAIN IRON,",MN,55768 3013,"2,993.25",119401143-0042,SKIDSTEER LOADER BUCKET,,,,,,,,,
821,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,177.52",88107248-0054,0-1000LB SKIDSTEER,1,187,469,1155,,58,1155,,
822,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,707.66",138980597-0004,45' ART MANLIFT W/JIB,1,457,775,1675,1222.333,1218.877,1675,,
823,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,235.00",67988215-0098,0-1000LB SKIDSTEER,1,195,487,1235,,6.4,1235,,
824,0.997,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,164.37",146609555-0002,SNOW PUSHER FOR LOADER,1,130,460,1150,,,1150,,
825,0.987,"SUNBELT RENTALS, INC.",KEEWATIN TACONITE,"KEEWATIN,",MN,55753,"1,346.75",138449365-0016,500LB DSL TRACK MINI SKIDSTEER,1,223,649,1321,,689.9,1321,,
826,0.987,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,118.52",108880375-0028,30' SINGLE MANLIFT PUSH-TYPE,1,163,357,775,,31.2,775,,
827,0.987,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,118.52",108880375-0028,19' ELECT SCISSORLIFT,1,115,173,327,,105.4,327,,
828,0.977,"SUNBELT RENTALS, INC.",AGGLOMERATOR,"MOUNTAIN IRON,",MN,55768 3013,31.5,119401143-0024,2800-3200LB TRACK SKIDSTEER,1,327,1223,,258,60.7,2797.00 EXCHANGED,,
829,0.977,"SUNBELT RENTALS, INC.",AGGLOMERATOR,"MOUNTAIN IRON,",MN,55768 3013,31.5,119401143-0024,2800-3200LB TRACK SKIDSTEER,1,,1223,,,323.2,2797,,
830,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,554.73",145738302-0008,500LB DSL TRACK MINI SKIDSTEER,1,255,725,1525,,275.432,1525,,
831,0.987,,,,,,8226.43,147767434-0001,135' STR MANLIFT W/JIB,1,1395,3295,7535,,2013.8,7535,,
832,0.987,,,,,,8226.43,147767434-0001,DLPKSRCHG,1,,,,,,94.5,,
833,0.987,,,,,,8226.43,147767434-0001,ENVIRONMENTAL ENVIRON/HAZMAT/DISPOSAL,1,,,,,,146.93,,
834,0.987,,,,,,8226.43,147767434-0001,DELIVERY CHARGE,,,,,,,225,,
835,0.987,,,,,,8226.43,147767434-0001,PICKUP CHARGE,,,,,,,225,,
836,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"4,379.75",145852639-0005,30-39K HYDRAULIC EXCAVATOR REDUCED,1,597,2100,4295,2044.45,1940,4295,,
837,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,216.25",119930039-0021,15K DF W/HYD FP IND FORKLIFT,1,513,1327,3117,,306.4,3117,,
838,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,216.25",119930039-0021,33LB PROPANE CYLINDER,1,7,13,38,,,38,,
839,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,534.9,106156890-0049,4 WHEEL IND ELECTRIC CART 4 SEAT,1,87,213,527,,29.1,527,,
840,0.977,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,133.25,131411417-0022,1500-2000LB SKIDSTEER,1,455,1300,2749,96,72.5,EXCHANGED,,
841,0.977,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,133.25,131411417-0022,2000-2800LB SKIDSTEER,1,,1300,2749,,280,NEW ITEM,,
842,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR,"MOUNTAIN IRON,",MN,55768 3013,"3,152.25",119401143-0037,3200-3700LB TRACK SKIDSTEER CAB,1,327,1223,2797,645.2,323.2,2797,,
843,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR,"MOUNTAIN IRON,",MN,55768 3013,"3,152.25",119401143-0037,PALLET FORKS - LARGE SKID,1,70,147,297,,,297,,
844,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,534.9,105406943-0033,4 WHEEL IND ELECT CART < 7500LB TOW,1,87,213,527,,450,527,,
845,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,"1,575.12",131143960-0010,1000LB DSL TRACK MINI SKIDSTEER,1,237,685,1545,,773.1,1545,,
846,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,92.5,127533793-0027,4 TON CARRY DECK CRANE,1,335,835,,1179,790.3,2079,,
847,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,92.5,127533793-0027,4 TON CARRY DECK CRANE,1,335,835,,,2049,2079,,
848,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,92.5,127533793-0027,,,,,,,,92.5,,
849,0.987,"SUNBELT RENTALS, INC.",BG-KEETAC,"KEEWATIN,",MN,55753 3330,249.9,123771270-0014,60' STR MANLIFT,1,460.2,1053,2788.5,2414.1,2351.001,N/C,,
850,0.987,BRANDY MOUNT,AGGLOMERATOR,"MOUNTAIN IRON,",MN,55768 3013,2247.99,150500370-0001,"11,000LB MINI EXCAVATOR CAB",1,375,925,2205,1827.4,1827.4,2205,,
851,0.997,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"3,603.93",133507214-0007,80' ART MANLIFT W/JIB,1,817,1895,3535,,115.2,3535,,
852,0.987,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,118.52",108880375-0046,30' SINGLE MANLIFT PUSH-TYPE,1,163,357,775,,31.2,775,,
853,0.987,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,118.52",108880375-0046,19' ELECT SCISSORLIFT,1,115,173,327,,105.4,327,,
854,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,887.97",143142505-0006,10K 14-17' DF IND FORKLIFT,1,530,1300,2795,774.279,622. 347,2795,,
855,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,887.97",143142505-0006,33LB PROPANE CYLINDER,1,7,13,38,,,38,,
856,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"2,802.60",131411417-0013,2000-2800LB SKIDSTEER HIGH FLOW CAB,1,455,1300,2749,147.9,32.7,2749,,
857,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,061.68",118967546-0031,4 WHEEL IND ELECT CART < 7500LB TOW,1,83,185,523,446.627,364.236,523,,
858,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,061.68",118967546-0031,4 WHL IND ELECT CART > 7500LB TOW,1,83,185,523,840.567,328.897,523,,
859,0.992,"SUNBELT RENTALS, INC.",BG-KEETAC,"KEEWATIN,",MN,55753 3330,"2,842.87",123771270-0011,60' STR MANLIFT,1,460.2,1053,2788.5,2414.374,2351.001,2788.5,,
860,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,350.56",88643735-0059,6K 14-17' DF IND FORKLIFT,1,215,537,1287,,2294,1287,,
861,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,350.56",88643735-0059,33LB PROPANE CYLINDER,1,7,13,38,,,38,,
862,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,850.34",108022679-0035,500LB DSL TRACK MINI SKIDSTEER,1,223,649,1321,,176.6,1321,,
863,0.992,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,779.02",129425524-0024,5.5K 19' CAB TELEHANDLER FORKLIFT,1,382,882,1745,,2023,1745,,
864,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,164.67",120242529-0027,SWEEPER MID-SIZED RIDE-ON LP,1,465,1580,3080,,319.5,3080,,
865,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,164.67",120242529-0027,33LB PROPANE CYLINDER,1,7,13,38,,,,,
866,0.964,,USS MINNTAC MT IRON,,,3013,503.59-,134214336-0005,DLPKSRCHG,1,,,,,,89.11-,,
867,0.964,,USS MINNTAC MT IRON,,,3013,503.59-,134214336-0005,DELIVERY CHARGE,,,,,,,207.24-,,
868,0.964,,USS MINNTAC MT IRON,,,3013,503.59-,134214336-0005,PICKUP CHARGE,,,,,,,207.24-,,
869,0.997,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"4,460.31",119515327-0028,4 YD ARTIC LOADER,1,565,1725,4375,326.85,2,4375,,
870,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR,"MOUNTAIN IRON,",MN,55768 3013,"2,138.89",98894889-0044,"11,000LB MINI EXCAVATOR CAB",1,353,879,2097,,1185.3,2097,,
871,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,532.87,125758486-0028,4 WHEEL IND ELECT CART < 7500LB TOW,1,97,197,525,,1,525,,
872,0.997,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,532.87,125758486-0022,4 WHEEL IND ELECT CART < 7500LB TOW,1,97,197,525,823.09,764.054,525,,
873,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,551.14,116380395-0021,4 WHL IND ELECT CART > 7500LB TOW,1,97,219,543,,1085.7,543,,
874,0.977,"SUNBELT RENTALS, INC",USS MINNTAC MT IRON,"MT IRON,",MN,55768 3013,1415. 18-,134214336-0007,1000LB DSL TRACK MINI SKIDSTEER,1,390,1130,2845,,,1388.00-,,
875,0.997,"SUNBELT RENTALS, INC.",USS MINNTAC MT IRON,"MT IRON,",MN,55768 3013,"3,772.15",73711349-0088,4 YD ARTIC LOADER,1,585,1397,3700,3009.75,1256.65,3700,,
876,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,361.03",135982787-0008,1000-1499LB SKIDSTEER CAB,1,235,545,1335,,741.4,1335,,
877,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,"5,033.27",147491289-0003,10 YARD DUMP TRUCK,1,579,1750,4937,,29111.7,4937,,
878,0.987,"SUNBELT RENTALS, INC.",COURSE CRUSHER,"MOUNTAIN IRON,",MN,55768 3013,"1,346.75",136296563-0006,500LB GAS TRACK MINI SKIDSTEER,1,223,649,1321,,528.5,1321,,
879,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,"1,732.13",145431905-0013,1000LB DSL TRACK MINI SKIDSTEER,1,265,753,1699,,677.3,1699,,
880,0.94,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"6,689.16",138890632-0001,2800-3200LB TRACK SKIDSTEER,1,347,1297,2965,,1999.9,2594,,2016.35
881,0.94,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"6,689.16",138890632-0001,2800-3200LB TRACK SKIDSTEER,1,347,1297,2965,1401.7,1383.85,2594,,
882,0.94,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"6,689.16",138890632-0001,DLPKSRCHG,1,,,,,,143.5,,
883,0.94,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"6,689.16",138890632-0001,ENVIRONMENTAL,1,,,,,,101.16,,
884,0.94,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"6,689.16",138890632-0001,DIESEL,24.8,,,,,,260.4,,
885,0.94,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"6,689.16",138890632-0001,DIESEL,28.2,,,,,,296.1,,
886,0.94,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"6,689.16",138890632-0001,DELIVERY CHARGE,,,,,,,350,,
887,0.94,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"6,689.16",138890632-0001,PICKUP CHARGE,,,,,,,350,,
888,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR STEP 2,"MOUNTAIN IRON,",MN,55768 2075,"1,575.12",131143960-0011,1000LB DSL TRACK MINI SKIDSTEER,1,237,685,1545,,773.1,1545,,
889,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,216.25",119930039-0024,15K DF W/HYD FP IND FORKLIFT,1,513,1327,3117,,306.4,3117,,
890,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"3,216.25",119930039-0024,33LB PROPANE CYLINDER,1,7,13,38,,,38,,
891,0.977,"SUNBELT RENTALS, INC.",AGGLOMERATOR,"MOUNTAIN IRON,",MN,55768 3013,"17,429.94",119401143-0031,2800-3200LB TRACK SKIDSTEER,1,327,1223,,,60.7,2797.00 EXCHANGED,,
892,0.977,"SUNBELT RENTALS, INC.",AGGLOMERATOR,"MOUNTAIN IRON,",MN,55768 3013,"17,429.94",119401143-0031,2800-3200LB TRACK SKIDSTEER,1,327,1223,2797,,323.2,NEW ITEM,,
893,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR,"MOUNTAIN IRON,",MN,55768 3013,"3,152.25",119401143-0025,2800-3200LB TRACK SKIDSTEER CAB,1,327,1223,2797,332.4,323.2,2797,,
894,0.987,"SUNBELT RENTALS, INC.",AGGLOMERATOR,"MOUNTAIN IRON,",MN,55768 3013,"3,152.25",119401143-0025,PALLET FORKS - LARGE SKID,1,70,147,297,,,297,,
895,0.997,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"3,603.93",133507214-0009,80' ART MANLIFT W/JIB,1,817,1895,3535,,115.2,3535,,
896,0.992,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,101.80",125271165-0017,5K 14-17' DF IND FORKLIFT,1,233,507,1043,1746.156,1623.141,1043,,
897,0.992,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,101.80",125271165-0017,33LB PROPANE CYLINDER,1,7,13,38,,,38,,
898,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,551.14,116380395-0022,4 WHL IND ELECT CART > 7500LB TOW,1,97,219,543,,1085.7,543,,
899,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,534.9,106156890-0034,4 WHEEL IND ELECTRIC CART 4 SEAT,1,87,213,527,,29.1,527,,
900,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,463.98",133626572-0015,"3, 500LB MINI EXCAVATOR",1,277,635,1435,950.022,912.047,1435,,
901,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,463.98",133626572-0015,"12""",,,,,,,,,
902,0.964,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,642.95,88643735-0063,6K 14-17' DF IND FORKLIFT,1,215,537,1287,,2294,N/C,,
903,0.964,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,642.95,88643735-0063,,,,,,,,642.95,,
904,0.997,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,463.98",133626572-0010,"3,500LB MINI EXCAVATOR",1,277,635,1435,944.353,912.047,1435,,
905,0.987,"SUNBELT RENTALS, INC.",USS MINNTAC MT IRON,"MT IRON,",MN,55768 3013,"1,485.41",134214336-0009,1000LB DSL TRACK MINI SKIDSTEER,1,223,647,1457,,78,1457,,
906,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,061.68",118967546-0026,4 WHEEL IND ELECT CART < 7500LB TOW,1,83,185,523,,364.236,523,,412.256
907,0.987,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,"1,061.68",118967546-0026,4 WHL IND ELECT CART > 7500LB TOW,1,83,185,523,729.326,328.897,523,,
908,0.992,"SUNBELT RENTALS, INC.",KEETAC,"HIBBING,",MN,55746 9321,"1,609.79",116818712-0026,1500-2100LB TRACK SKIDSTEER CAB,1,253,679,1579,,770,1579,,
909,0.987,"SUNBELT RENTALS, INC.",KEEWATIN TACONITE,"KEEWATIN,",MN,55753,"1,346.75",138449365-0015,500LB DSL TRACK MINI SKIDSTEER,1,223,649,1321,,689.9,1321,,
910,0.992,"SUNBELT RENTALS, INC.",MINTAC,"MT IRON,",MN,55768 3013,532.87,125758486-0017,4 WHEEL IND ELECT CART < 7500LB TOW,1,97,197,525,795.987,764.054,525,,
911,0.987,"SUNBELT RENTALS, INC.",KEEWATIN TACONITE,"KEEWATIN,",MN,55753,"1,346.75",138449365-0003,500LB DSL TRACK MINI SKIDSTEER,1,223,649,1321,,491.8,1321,,
